country,region_id,cal_region2,year,EM_ID,ibtracsID,emdat_impact,reference_year,emdat_impact_scaled,climada_impact,v_thresh,v_half,scale,log_ratio,unique_ID,Associated_disaster,Surge,Rain,Flood,Slide,Other,OtherThanSurge
CHN,156,WP3,2015,2015-0278,2015183N13130,213000000.0,2014,201790564.9,201653318.1693728,25.7,169.90000000000202,1.0,-0.0006803758424962387,2015-0278CHN,False,False,False,False,False,False,False
PHL,608,WP2,2015,2015-0278,2015183N13130,2218000.0,2014,2155957.3540000003,2153497.385663697,25.7,50.200000000000344,1.0,-0.0011416611855107769,2015-0278PHL,True,False,False,False,True,False,True
CHN,156,WP3,2015,2015-0339,2015211N13162,1282690000.0,2014,1215186571.0,1216891387.3587613,25.7,61.1000000000005,1.0,0.0014019424271567444,2015-0339CHN,True,False,False,True,False,False,True
CHN,156,WP3,2015,2015-0458,2015263N14148,661000000.0,2014,626213912.6,626317002.2176753,25.7,120.20000000000134,1.0,0.00016461009734535547,2015-0458CHN,False,False,False,False,False,False,False
PHL,608,WP2,2015,2015-0462,2015285N14151,210985000.0,2014,205083256.2,204978171.43103367,25.7,107.00000000000117,1.0,-0.0005125318510145444,2015-0462PHL,True,False,False,True,True,False,True
MEX,484,NA1,2015,2015-0470,2015293N13266,823000000.0,2014,924242990.8,923900657.3582118,25.7,100.00000000000105,1.0,-0.00037046194547114185,2015-0470MEX,True,False,False,True,False,False,True
CPV,132,NA1,2015,2015-0473,2015242N12343,1100000.0,2014,1281242.483,1282841.9671288796,25.7,73.30000000000071,1.0,0.0012476065960063771,2015-0473CPV,False,False,False,False,False,False,False
BHS,44,NA1,2015,2015-0479,2015270N27291,90000000.0,2014,83627197.41,1129342.5103966023,25.7,25.8,1.0,-4.304733180876069,2015-0479BHS,True,True,False,True,False,False,True
YEM,887,NI,2015,2015-0484,2015301N11065,200000000.0,2014,189625777.2,189687123.7272192,25.7,67.3000000000006,1.0,0.0003234613302322264,2015-0484YEM,False,False,False,False,False,False,False
CHN,156,WP3,2015,2015-0490,2015273N12130,4200000000.0,2014,3978968885.0,3980510860.2642994,25.7,126.80000000000143,1.0,0.00038745629939114143,2015-0490CHN,False,False,False,False,False,False,False
PHL,608,WP2,2015,2015-0490,2015273N12130,1300000.0,2014,1263635.96,1268652.4019429774,25.7,46.9000000000003,1.0,0.003961988358385722,2015-0490PHL,False,False,False,False,False,False,False
PHL,608,WP2,2015,2015-0543,2015344N07145,135217000.0,2014,131434664.3,131332250.98794705,25.7,189.3000000000024,1.0,-0.0007794993302441422,2015-0543PHL,True,False,False,True,True,False,True
FJI,242,OC,2016,2016-0041,2016041S14170,600000000.0,2014,575865848.2,575863677.2069325,25.7,65.20000000000056,1.0,-3.769970326597326e-06,2016-0041FJI,True,True,False,True,False,False,True
BGD,50,NI,2016,2016-0175,2016138N10081,600000000.0,2014,468492129.6,469418303.54728085,25.7,44.800000000000274,1.0,0.001974973762088667,2016-0175BGD,True,False,False,True,True,False,True
VNM,704,WP1,2016,2016-0268,2016207N17116,191000000.0,2014,173254832.0,172984694.25893643,25.7,118.20000000000131,1.0,-0.001560409920814534,2016-0268VNM,False,False,False,False,False,False,False
MEX,484,NA1,2016,2016-0319,2016248N15255,50000000.0,2014,60984824.31,60888078.83742719,25.7,102.20000000000108,1.0,-0.0015876456602878996,2016-0319MEX,True,False,False,True,False,False,True
USA,840,NA2,2016,2016-0322,2016242N24279,600000000.0,2014,561979044.5,561035932.488145,25.7,84.60000000000083,1.0,-0.0016796075794121713,2016-0322USA,True,True,False,True,False,False,True
CHN,156,WP3,2016,2016-0342,2016253N13144,2300000000.0,2014,2154362604.0,2152625313.040996,25.7,145.20000000000167,1.0,-0.0008067313336782072,2016-0342CHN,True,False,False,True,False,False,True
PHL,608,WP2,2016,2016-0342,2016253N13144,4913000.0,2014,4585811.217,269488.5479287378,25.7,25.8,1.0,-2.8341964018276995,2016-0342PHL,False,False,False,False,False,False,False
CHN,156,WP3,2016,2016-0350,2016266N11144,830000000.0,2014,777443896.3,776944854.0484319,25.7,73.30000000000071,1.0,-0.0006421074118074348,2016-0350CHN,True,False,False,False,True,False,True
TWN,158,WP4,2016,2016-0350,2016266N11144,110000000.0,2014,109825691.57835504,109814310.46543308,25.7,314.9000000000041,1.0,-0.00010363424536741346,2016-0350TWN,True,False,False,False,True,False,True
KOR,410,WP4,2016,2016-0361,2016269N15165,126000000.0,2014,125690947.1,125667384.4314052,25.7,109.00000000000118,1.0,-0.00018748269468729897,2016-0361KOR,True,False,False,True,True,False,True
IND,356,NI,2016,2016-0485,2016341N08092,1000000000.0,2014,890280689.2,888918839.1744871,25.7,116.9000000000013,1.0,-0.0015308572981893877,2016-0485IND,True,False,False,True,False,False,True
PHL,608,WP2,2016,2016-0503,2016355N07146,103661000.0,2014,96757536.45,96759817.38394168,25.7,192.8000000000024,1.0,2.3573430460798286e-05,2016-0503PHL,False,False,False,False,False,False,False
MOZ,508,SI,2017,2017-0051,2017043S19040,17000000.0,2014,22801692.01,22709916.84450845,25.7,42.60000000000024,1.0,-0.004033049685509434,2017-0051MOZ,True,False,False,True,False,False,True
MDG,450,SI,2017,2017-0075,2017061S11061,20000000.0,2014,18562954.38,18597400.418978453,25.7,63.70000000000054,1.0,0.0018539138837991695,2017-0075MDG,True,False,False,True,False,False,True
AUS,36,OC,2017,2017-0105,2017081S13152,2700000000.0,2014,2988753820.0,3008926311.800145,25.7,31.100000000000076,1.0,0.006726790166665026,2017-0105AUS,True,False,False,True,False,False,True
CHN,156,WP3,2017,2017-0281,2017195N16114,3600000.0,2014,3083629.94,3082466.5569210444,25.7,53.8000000000004,1.0,-0.00037734832510033777,2017-0281CHN,False,False,False,False,False,False,False
VNM,704,WP1,2017,2017-0281,2017195N16114,71000000.0,2014,59078283.51,58458649.26045024,25.7,30.30000000000007,1.0,-0.010543749532379245,2017-0281VNM,False,False,False,False,False,False,False
MEX,484,NA1,2017,2017-0334,2017219N16279,2000000.0,2014,2284434.574,2285643.247046804,25.7,146.10000000000173,1.0,0.0005289507629034127,2017-0334MEX,True,False,False,True,True,False,True
CHN,156,WP3,2017,2017-0352,2017232N19130,3500000000.0,2014,2997973553.0,2996468737.9060674,25.7,147.20000000000172,1.0,-0.0005020701017760833,2017-0352CHN,True,False,False,True,False,False,True
HKG,344,WP4,2017,2017-0352,2017232N19130,755500000.0,2014,644890817.2,644839735.1999444,25.7,151.20000000000178,1.0,-7.921344499018767e-05,2017-0352HKG,True,False,False,True,False,False,True
MAC,446,WP4,2017,2017-0352,2017232N19130,1420000000.0,2014,1560609286.0,1560092036.2748725,25.7,131.80000000000152,1.0,-0.0003314958251032149,2017-0352MAC,True,False,False,True,False,False,True
USA,840,NA2,2017,2017-0362,2017228N14314,95000000000.0,2014,85426343701.0,85468133335.83282,25.7,28.70000000000004,1.0,0.0004890694701244296,2017-0362USA,True,False,False,True,False,True,True
ATG,28,NA1,2017,2017-0381,2017242N16333,250000000.0,2014,211176356.8,211075260.6243609,25.7,60.900000000000496,1.0,-0.00047884329342536133,2017-0381ATG,False,False,False,False,False,False,False
BHS,44,NA1,2017,2017-0381,2017242N16333,2000000.0,2014,1801876.321,611837.8929579936,25.7,25.8,1.0,-1.0801164348799928,2017-0381BHS,False,False,False,False,False,False,False
CUB,192,NA1,2017,2017-0381,2017242N16333,13200000000.0,2014,10992753818.0,10904237006.844852,25.7,33.70000000000012,1.0,-0.008084881984329162,2017-0381CUB,True,False,False,True,False,False,True
KNA,659,NA1,2017,2017-0381,2017242N16333,20000000.0,2014,18484889.46,18486650.71492652,25.7,105.50000000000112,1.0,9.527625408723969e-05,2017-0381KNA,False,False,False,False,False,False,False
TCA,796,NA1,2017,2017-0381,2017242N16333,500000000.0,2014,500000000.0,500378956.57724464,25.7,48.70000000000032,1.0,0.0007576260833552147,2017-0381TCA,True,False,False,True,False,False,True
USA,840,NA2,2017,2017-0381,2017242N16333,57000000000.0,2014,51255806221.0,51206754325.17559,25.7,84.40000000000083,1.0,-0.0009574599602081907,2017-0381USA,True,False,False,True,False,False,True
VGB,92,NA1,2017,2017-0381,2017242N16333,3000000000.0,2014,3000000000.0,623619994.8546201,25.7,25.8,1.0,-1.5708263673908178,2017-0381VGB,False,False,False,False,False,False,False
DMA,212,NA1,2017,2017-0383,2017260N12310,1456000000.0,2014,1534596212.0,895118589.345998,25.7,25.8,1.0,-0.539066359785045,2017-0383DMA,True,False,False,True,True,False,True
DOM,214,NA1,2017,2017-0383,2017260N12310,63000000.0,2014,54813712.03,54934660.22401385,25.7,45.10000000000028,1.0,0.0022041008990707923,2017-0383DOM,True,False,False,True,True,False,True
PRI,630,NA1,2017,2017-0383,2017260N12310,68000000000.0,2014,67009049565.0,67027181962.1126,25.7,59.30000000000048,1.0,0.00027055963923530615,2017-0383PRI,True,False,False,True,False,True,True
VNM,704,WP1,2017,2017-0406,2017253N14130,484000000.0,2014,402730834.1,401345556.404447,25.7,48.60000000000032,1.0,-0.0034456404452706695,2017-0406VNM,False,False,False,False,False,False,False
USA,840,NA2,2017,2017-0410,2017277N11279,250000000.0,2014,224806167.6,224976913.086736,25.7,90.20000000000091,1.0,0.0007592348501740154,2017-0410USA,False,False,False,False,False,False,False
VNM,704,WP1,2017,2017-0422,2017304N11127,1000000000.0,2014,832088500.2,835046981.4343803,25.7,58.900000000000475,1.0,0.0035491828619360613,2017-0422VNM,True,False,False,True,False,False,True
JPN,392,WP4,2017,2017-0432,2017288N09138,1000000000.0,2014,995484463.5,995126307.2879,25.7,270.00000000000347,1.0,-0.00035984555214987706,2017-0432JPN,True,False,False,True,True,False,True
JPN,392,WP4,2017,2017-0468,2017252N14147,500000000.0,2014,497742231.7,622698955.4019822,25.7,325.70000000000425,1.0,0.22398084835508036,2017-0468JPN,True,False,False,True,True,False,True
CHN,156,WP3,2017,2017-0485,2017236N15129,56000000.0,2014,47967576.85,47983654.84582419,25.7,285.90000000000373,1.0,0.00033512849580983516,2017-0485CHN,False,False,False,False,False,False,False
LKA,144,NI,2017,2017-0508,2017333N06082,346000000.0,2014,314311010.2,316529153.61454296,25.7,44.10000000000026,1.0,0.007032375816145739,2017-0508LKA,True,False,False,True,True,False,True
